Time (s),Current (A)
0.0,104.96714153011233
0.1,98.61735698828815
0.2,106.47688538100692
0.30000000000000004,115.23029856408026
0.4,97.65846625276664
0.5,97.6586304305082
0.6000000000000001,115.79212815507391
0.7000000000000001,107.67434729152909
0.8,95.30525614065049
0.9,105.42560043585965
1.0,95.36582307187538
1.1,95.34270246429743
1.2000000000000002,102.41962271566034
1.3,80.86719755342202
1.4000000000000001,82.75082167486967
1.5,94.37712470759027
1.6,89.87168879665576
1.7000000000000002,103.14247332595274
1.8,90.91975924478788
1.9000000000000001,85.87696298664709
2.0,114.65648768921554
2.1,97.74223699513465
2.2,100.67528204687923
2.3000000000000003,85.75251813786544
2.4000000000000004,94.55617275474818
2.5,101.10922589709867
2.6,88.49006422577698
2.7,103.75698018345672
2.8000000000000003,93.99361310081196
2.9000000000000004,97.08306250206724
3.0,93.98293387770603
3.1,118.52278184508938
3.2,99.86502775262066
3.3000000000000003,89.422890710441
3.4000000000000004,108.22544912103189
3.5,87.79156350028978
3.6,102.08863595004756
3.7,80.40329876120225
3.8000000000000003,86.71813951101569
3.9000000000000004,101.96861235869123
4.0,107.3846657999541
4.1000000000000005,101.7136828118997
4.2,98.8435171761176
4.3,96.98896304410711
4.4,85.21478009632573
4.5,92.80155791605291
4.6000000000000005,95.39361229040213
4.7,110.57122226218915
4.800000000000001,103.43618289568461
4.9,82.36959844637266
5.0,103.24083969394795
5.1000000000000005,96.14917719583684
5.2,93.23077999694041
5.300000000000001,106.11676288840867
5.4,110.30999522495951
5.5,109.31280119116198
5.6000000000000005,91.60782476777362
5.7,96.90787624148786
5.800000000000001,103.31263431403563
5.9,109.75545127122359
6.0,95.2082576215471
6.1000000000000005,98.14341023336183
6.2,88.93665025993971
6.300000000000001,88.0379337591933
6.4,108.12525822394198
6.5,113.56240028570824
6.6000000000000005,99.27989878419666
6.7,110.03532897892023
6.800000000000001,103.61636025047635
6.9,93.54880245394875
7.0,103.61395605508415
7.1000000000000005,115.38036566465969
7.2,99.64173960890048
7.300000000000001,115.64643655814007
7.4,73.80254895910255
7.5,108.21902504375224
7.6000000000000005,100.87047068238171
