Time (s),Current (A)
0.0,8.82026172983832
0.1,2.2206909646719146
0.2,5.333460390621158
0.30000000000000004,11.864023271766596
0.4,10.217015943710022
0.5,-3.787652095867192
0.6000000000000001,6.068494015121254
0.7000000000000001,0.7803445912720655
0.8,1.239839985542003
0.9,4.027416164473154
1.0,2.9127776877692644
1.1,9.681671365098417
1.2000000000000002,6.432805424990905
1.3,3.4528350755994675
1.4000000000000001,5.280110944049852
1.5,4.944954289623241
1.6,10.962180601031971
1.7000000000000002,2.6805729759999344
1.8,5.48562025828729
1.9000000000000001,-0.13697901638216958
2.0,-8.41896874483465
2.1,7.825779118210854
2.2,9.090760711038559
2.3000000000000003,1.2677987734175749
2.4000000000000004,16.536554757343474
2.5,-1.8758121347860266
2.6,5.8320837242181875
2.7,4.873650778763389
2.8000000000000003,13.67871291845788
2.9000000000000004,13.565789626131975
3.0,7.196808392250335
3.1,8.514820619064588
3.2,2.3858422998908875
3.3000000000000003,-2.879656751787108
3.4000000000000004,5.483076496378148
3.5,8.201416714500294
3.6,13.766849050898204
3.7,13.821674320082602
3.8000000000000003,6.066142893378938
3.9000000000000004,6.682854766353898
4.0,3.1417523688753537
4.1000000000000005,1.473101171370022
4.2,0.22900676525035202
4.3,18.699863329459053
4.4,6.581784802421392
4.5,7.122133613997558
4.6000000000000005,3.229357504031931
4.7,13.55995515103003
4.800000000000001,1.780493603912273
4.9,8.962042239592513
5.0,5.722424306701714
5.1000000000000005,12.306507514897927
5.2,7.988403890267422
5.300000000000001,4.80787248573643
5.4,10.736868448866
5.5,13.184301014240589
5.6000000000000005,11.538179719179253
5.7,12.878969367366407
5.800000000000001,8.354054927894833
5.9,9.869029726181882
6.0,8.475493996584213
6.1000000000000005,10.193057991171328
6.2,8.076063693540554
6.300000000000001,3.6592744943327205
6.4,13.324609576577057
6.5,10.573242869629862
6.6000000000000005,4.573680710606842
6.7,15.178944230059017
6.800000000000001,8.466717176963519
6.9,13.398908020209896
7.0,16.918382880702215
7.1000000000000005,14.049352167198153
7.2,19.230689166364325
7.300000000000001,7.48652797751912
7.4,15.797042996259368
7.5,10.48365214752941
7.6000000000000005,9.6737590534476
7.7,11.251197905315033
7.800000000000001,12.703029644813542
7.9,14.654595723272706
8.0,8.658613702331849
8.1,19.09669355612418
8.200000000000001,17.026663569089376
8.3,7.120503517473059
8.4,22.343922706062248
8.5,24.48060608343714
8.6,20.991105261593237
8.700000000000001,14.291169816365832
8.8,9.92814811008068
8.9,20.642809549178338
9.0,13.440820791870067
9.1,21.6525934470803
9.200000000000001,16.662907152928604
9.3,20.583387457265744
9.4,17.558174968468247
9.5,19.3828456829371
9.600000000000001,15.973599019427517
9.700000000000001,24.9190493439744
9.8,16.690331459830894
9.9,18.12926598581013
10.0,25.59609337278022
10.100000000000001,9.500036952872671
10.200000000000001,9.942371004334744
10.3,21.195214967057975
10.4,10.533522454856108
10.5,26.16562762954073
10.600000000000001,14.425285335330912
10.700000000000001,12.799443794525068
10.8,26.192248036006433
10.9,24.018418322189312
11.0,25.989436612990055
11.100000000000001,21.215158710754334
11.200000000000001,12.409602545503716
11.3,26.29435961113357
11.4,15.429837168455753
11.5,20.805478058543883
11.600000000000001,21.550329024420066
11.700000000000001,16.057431639241624
11.8,19.918841042590746
11.9,21.472998743647693
12.0,18.755183872423245
12.100000000000001,11.3847238400955
12.200000000000001,18.379182675328543
12.3,23.523789999977076
12.4,13.420507470661706
12.5,16.14429127077631
12.600000000000001,14.713458343779557
12.700000000000001,26.129966341378484
12.8,20.237217646466423
12.9,18.902839425670727
13.0,13.003442682352707
13.100000000000001,19.534485002091316
13.200000000000001,13.449532211425009
13.3,16.961063089077665
13.4,13.601171372872011
13.5,20.138855290375602
13.600000000000001,19.613744957960538
13.700000000000001,15.661234109028035
13.8,18.65255387428997
13.9,11.174881572303772
14.0,9.149467811522904
14.100000000000001,18.766200766696155
14.200000000000001,17.36403851423873
14.3,19.66522224363992
14.4,28.36317163509626
14.5,21.12524048807068
14.600000000000001,11.79216418986183
14.700000000000001,21.892850837803287
14.8,9.677813543457155
14.9,13.897121642395245
15.0,15.809669780033254
15.100000000000001,24.661590260855963
15.200000000000001,12.313294161474442
15.3,11.845287462622498
15.4,15.423877592658524
15.5,12.535685336702768
15.600000000000001,21.421498151326084
15.700000000000001,10.322237109786176
15.8,9.916491347833032
15.9,13.39506808243189
16.0,13.022763751497514
16.1,25.08779860640567
16.2,20.11294032765676
16.3,15.727807419792002
16.400000000000002,9.085637186604956
16.5,19.355973897815375
16.6,10.053039527345703
16.7,7.248863707650217
16.8,20.830149735493876
16.900000000000002,16.39070734929263
17.0,19.325027431306992
17.1,16.227889965561157
17.2,18.830736650794314
17.3,11.202635422313499
